run_id,created_utc,labels_file,n_labels,mean_purity_percent,weighted_purity_percent,distinct_category_match_count,distinct_category_match_accuracy_percent,params,best_distinct_mapping,overall_jaccard
4,2026-03-14T12:55:14.037038+00:00,output/experiments/bmf/animals/exemplar/random/4/label_membership_cells.csv,10,63.5,50.62,67,51.94,"{""isColumnSplit"": ""true"", ""max_col"": ""18"", ""max_row"": ""22"", ""prah"": ""0.55""}","[{""category"": ""birds"", ""label"": 4, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.081271, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 6, ""matched_count"": 15, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 65.22, ""f1_percent"": 54.55}, {""category"": ""insects"", ""label"": 8, ""matched_count"": 10, ""purity_percent"": 62.5, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 38.46, ""f1_percent"": 47.62}, {""category"": ""mammals"", ""label"": 3, ""matched_count"": 25, ""purity_percent"": 34.72, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 83.33, ""f1_percent"": 49.02}, {""category"": ""reptiles"", ""label"": 2, ""matched_count"": 0, ""purity_percent"": 45.61, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 0.0, ""f1_percent"": 0.0}]",0.359068
5,2026-03-14T12:55:14.928785+00:00,output/experiments/bmf/animals/exemplar/random/5/label_membership_cells.csv,9,63.49,49.32,67,51.94,"{""isColumnSplit"": ""true"", ""max_col"": ""18"", ""max_row"": ""22"", ""prah"": ""0.58""}","[{""category"": ""birds"", ""label"": 4, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.081271, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 6, ""matched_count"": 15, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 65.22, ""f1_percent"": 54.55}, {""category"": ""insects"", ""label"": 8, ""matched_count"": 10, ""purity_percent"": 62.5, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 38.46, ""f1_percent"": 47.62}, {""category"": ""mammals"", ""label"": 3, ""matched_count"": 25, ""purity_percent"": 34.72, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 83.33, ""f1_percent"": 49.02}, {""category"": ""reptiles"", ""label"": 2, ""matched_count"": 0, ""purity_percent"": 45.61, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 0.0, ""f1_percent"": 0.0}]",0.359068
8,2026-03-14T12:55:17.654887+00:00,output/experiments/bmf/animals/exemplar/random/8/label_membership_cells.csv,6,62.09,56.14,83,64.34,"{""isColumnSplit"": ""false"", ""max_col"": ""16"", ""max_row"": ""20"", ""prah"": ""0.55""}","[{""category"": ""birds"", ""label"": 2, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.06019, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 5, ""matched_count"": 22, ""purity_percent"": 42.31, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 95.65, ""f1_percent"": 58.67}, {""category"": ""insects"", ""label"": 3, ""matched_count"": 16, ""purity_percent"": 69.57, ""avg_feature_freq_weight"": 0.06019, ""recall_percent"": 61.54, ""f1_percent"": 65.31}, {""category"": ""mammals"", ""label"": 4, ""matched_count"": 19, ""purity_percent"": 54.29, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 63.33, ""f1_percent"": 58.46}, {""category"": ""reptiles"", ""label"": 6, ""matched_count"": 9, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 45.0, ""f1_percent"": 45.92}]",0.306560
7,2026-03-14T12:55:16.749713+00:00,output/experiments/bmf/animals/exemplar/random/7/label_membership_cells.csv,11,66.82,50.83,68,52.71,"{""isColumnSplit"": ""true"", ""max_col"": ""16"", ""max_row"": ""20"", ""prah"": ""0.55""}","[{""category"": ""birds"", ""label"": 4, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.081271, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 6, ""matched_count"": 15, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 65.22, ""f1_percent"": 54.55}, {""category"": ""insects"", ""label"": 9, ""matched_count"": 10, ""purity_percent"": 62.5, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 38.46, ""f1_percent"": 47.62}, {""category"": ""mammals"", ""label"": 3, ""matched_count"": 25, ""purity_percent"": 34.72, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 83.33, ""f1_percent"": 49.02}, {""category"": ""reptiles"", ""label"": 8, ""matched_count"": 1, ""purity_percent"": 100.0, ""avg_feature_freq_weight"": 0.00616, ""recall_percent"": 5.0, ""f1_percent"": 9.52}]",0.228968
9,2026-03-14T12:55:18.556943+00:00,output/experiments/bmf/animals/exemplar/random/9/label_membership_cells.csv,11,66.34,50.41,68,52.71,"{""isColumnSplit"": ""true"", ""max_col"": ""16"", ""max_row"": ""20"", ""prah"": ""0.52""}","[{""category"": ""birds"", ""label"": 4, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.081271, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 6, ""matched_count"": 15, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 65.22, ""f1_percent"": 54.55}, {""category"": ""insects"", ""label"": 9, ""matched_count"": 10, ""purity_percent"": 62.5, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 38.46, ""f1_percent"": 47.62}, {""category"": ""mammals"", ""label"": 3, ""matched_count"": 25, ""purity_percent"": 34.72, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 83.33, ""f1_percent"": 49.02}, {""category"": ""reptiles"", ""label"": 8, ""matched_count"": 1, ""purity_percent"": 100.0, ""avg_feature_freq_weight"": 0.00616, ""recall_percent"": 5.0, ""f1_percent"": 9.52}]",0.228968
3,2026-03-14T12:55:13.122421+00:00,output/experiments/bmf/animals/exemplar/random/3/label_membership_cells.csv,9,68.43,49.29,68,52.71,"{""isColumnSplit"": ""true"", ""max_col"": ""15"", ""max_row"": ""20"", ""prah"": ""0.60""}","[{""category"": ""birds"", ""label"": 4, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.081271, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 6, ""matched_count"": 15, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 65.22, ""f1_percent"": 54.55}, {""category"": ""insects"", ""label"": 9, ""matched_count"": 10, ""purity_percent"": 62.5, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 38.46, ""f1_percent"": 47.62}, {""category"": ""mammals"", ""label"": 3, ""matched_count"": 25, ""purity_percent"": 34.72, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 83.33, ""f1_percent"": 49.02}, {""category"": ""reptiles"", ""label"": 8, ""matched_count"": 1, ""purity_percent"": 100.0, ""avg_feature_freq_weight"": 0.00616, ""recall_percent"": 5.0, ""f1_percent"": 9.52}]",0.228968
1,2026-03-14T12:55:11.005256+00:00,output/experiments/bmf/animals/exemplar/random/1/label_membership_cells.csv,15,65.52,57.26,64,49.61,"{""isColumnSplit"": ""false"", ""max_col"": ""15"", ""max_row"": ""15"", ""prah"": ""0.60""}","[{""category"": ""birds"", ""label"": 2, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.06019, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 5, ""matched_count"": 22, ""purity_percent"": 42.31, ""avg_feature_freq_weight"": 0.052704, ""recall_percent"": 95.65, ""f1_percent"": 58.67}, {""category"": ""insects"", ""label"": 3, ""matched_count"": 16, ""purity_percent"": 69.57, ""avg_feature_freq_weight"": 0.06019, ""recall_percent"": 61.54, ""f1_percent"": 65.31}, {""category"": ""mammals"", ""label"": 15, ""matched_count"": 5, ""purity_percent"": 45.45, ""avg_feature_freq_weight"": 0.058316, ""recall_percent"": 16.67, ""f1_percent"": 24.39}, {""category"": ""reptiles"", ""label"": 16, ""matched_count"": 4, ""purity_percent"": 57.14, ""avg_feature_freq_weight"": 0.059302, ""recall_percent"": 20.0, ""f1_percent"": 29.63}]",0.219685
2,2026-03-14T12:55:12.198609+00:00,output/experiments/bmf/animals/exemplar/random/2/label_membership_cells.csv,16,69.02,52.19,54,41.86,"{""isColumnSplit"": ""true"", ""max_col"": ""15"", ""max_row"": ""15"", ""prah"": ""0.60""}","[{""category"": ""birds"", ""label"": 4, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.081271, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 6, ""matched_count"": 15, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 65.22, ""f1_percent"": 54.55}, {""category"": ""insects"", ""label"": 12, ""matched_count"": 10, ""purity_percent"": 62.5, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 38.46, ""f1_percent"": 47.62}, {""category"": ""mammals"", ""label"": 16, ""matched_count"": 5, ""purity_percent"": 45.45, ""avg_feature_freq_weight"": 0.058316, ""recall_percent"": 16.67, ""f1_percent"": 24.39}, {""category"": ""reptiles"", ""label"": 15, ""matched_count"": 7, ""purity_percent"": 70.0, ""avg_feature_freq_weight"": 0.031094, ""recall_percent"": 35.0, ""f1_percent"": 46.67}]",0.055667
6,2026-03-14T12:55:15.842237+00:00,output/experiments/bmf/animals/exemplar/random/6/label_membership_cells.csv,32,74.29,55.92,56,43.41,"{""isColumnSplit"": ""true"", ""max_col"": ""10"", ""max_row"": ""10"", ""prah"": ""0.60""}","[{""category"": ""birds"", ""label"": 4, ""matched_count"": 17, ""purity_percent"": 89.47, ""avg_feature_freq_weight"": 0.081271, ""recall_percent"": 56.67, ""f1_percent"": 69.39}, {""category"": ""fish"", ""label"": 6, ""matched_count"": 15, ""purity_percent"": 46.88, ""avg_feature_freq_weight"": 0.047741, ""recall_percent"": 65.22, ""f1_percent"": 54.55}, {""category"": ""insects"", ""label"": 32, ""matched_count"": 8, ""purity_percent"": 80.0, ""avg_feature_freq_weight"": 0.240246, ""recall_percent"": 30.77, ""f1_percent"": 44.45}, {""category"": ""mammals"", ""label"": 18, ""matched_count"": 9, ""purity_percent"": 81.82, ""avg_feature_freq_weight"": 0.090349, ""recall_percent"": 30.0, ""f1_percent"": 43.9}, {""category"": ""reptiles"", ""label"": 21, ""matched_count"": 7, ""purity_percent"": 70.0, ""avg_feature_freq_weight"": 0.031094, ""recall_percent"": 35.0, ""f1_percent"": 46.67}]",0.048282
