label,n_animals,dominant_category,dominant_count,dominant_category_total,purity_percent,dominant_recall_percent,dominant_f1_percent,n_features,mapped_feature_count,avg_feature_freq_weight,clothing,kitchen utensils,musical instruments,tools,vehicles,weapons,unknown
34,2,kitchen utensils,2,33,100.0,6.06,11.43,1,1,0.068871,0,2,0,0,0,0,0
35,1,vehicles,1,28,100.0,3.57,6.9,1,1,0.013774,0,0,0,0,1,0,0
36,5,tools,5,28,100.0,17.86,30.3,2,2,0.137052,0,0,0,5,0,0,0
37,24,tools,12,28,50.0,42.86,46.15,1,1,0.187328,0,6,1,12,3,2,0
38,3,weapons,2,18,66.67,11.11,19.05,4,4,0.015496,0,0,0,0,1,2,0
39,3,musical instruments,2,26,66.67,7.69,13.79,1,1,0.004132,0,0,2,0,1,0,0
40,8,tools,5,28,62.5,17.86,27.78,3,3,0.081727,0,2,0,5,1,0,0
41,1,weapons,1,18,100.0,5.56,10.53,2,2,0.018595,0,0,0,0,0,1,0
42,17,tools,9,28,52.94,32.14,40.0,1,1,0.068871,0,1,0,9,2,5,0
43,1,weapons,1,18,100.0,5.56,10.53,5,5,0.009917,0,0,0,0,0,1,0
44,8,kitchen utensils,7,33,87.5,21.21,34.15,2,2,0.099173,1,7,0,0,0,0,0
45,5,clothing,3,29,60.0,10.34,17.65,3,3,0.095041,3,2,0,0,0,0,0
46,11,kitchen utensils,9,33,81.82,27.27,40.91,3,3,0.098255,2,9,0,0,0,0,0
47,17,clothing,12,29,70.59,41.38,52.17,2,2,0.119146,12,5,0,0,0,0,0
48,8,clothing,8,29,100.0,27.59,43.24,2,2,0.119146,8,0,0,0,0,0,0
49,1,kitchen utensils,1,33,100.0,3.03,5.88,7,7,0.017709,0,1,0,0,0,0,0
50,3,vehicles,2,28,66.67,7.14,12.9,1,1,0.068871,0,0,0,0,2,1,0
51,17,vehicles,9,28,52.94,32.14,40.0,3,3,0.081727,0,0,1,1,9,5,1
52,12,tools,5,28,41.67,17.86,25.0,1,1,0.019284,0,4,0,5,3,0,0
53,5,clothing,4,29,80.0,13.79,23.53,1,1,0.0,4,1,0,0,0,0,0
54,15,clothing,14,29,93.33,48.28,63.64,1,1,0.0,14,1,0,0,0,0,0
55,2,musical instruments,1,26,50.0,3.85,7.14,1,1,0.00551,0,0,1,0,1,0,0
56,19,vehicles,10,28,52.63,35.71,42.55,1,1,0.00551,0,0,1,1,10,6,1
57,9,tools,5,28,55.56,17.86,27.03,1,1,0.15427,0,1,0,5,1,2,0
58,3,tools,3,28,100.0,10.71,19.35,1,1,0.15427,0,0,0,3,0,0,0
59,1,clothing,1,29,100.0,3.45,6.67,1,1,0.03168,1,0,0,0,0,0,0
60,2,kitchen utensils,2,33,100.0,6.06,11.43,3,3,0.098255,0,2,0,0,0,0,0
61,13,clothing,10,29,76.92,34.48,47.62,2,2,0.014462,10,3,0,0,0,0,0
62,1,kitchen utensils,1,33,100.0,3.03,5.88,1,1,0.146006,0,1,0,0,0,0,0
63,13,clothing,13,29,100.0,44.83,61.9,1,1,0.146006,13,0,0,0,0,0,0
64,6,clothing,4,29,66.67,13.79,22.86,1,1,0.015152,4,2,0,0,0,0,0
