exemplar,category,typicality_rating,rank,rowwise_similarity,bundles
carp,fish,16.0,7,0.9166666666666666,4
orca,fish,9.85714285714285,22,0.5060240963855421,4
eel,fish,15.6785714285714,9,0.8571428571428571,4
piranha,fish,15.3214285714285,11,0.7692307692307693,4
plaice,fish,15.9615384615384,8,0.819672131147541,4
flatfish,fish,14.3214285714285,16,0.7936507936507936,4
sperm whale,fish,9.89285714285714,21,0.7246376811594203,4
ray,fish,14.5,15,0.7575757575757576,4
sardine,fish,15.5357142857142,10,0.8360655737704918,4
pike,fish,16.2857142857142,6,0.8548387096774194,4
stickleback,fish,14.75,13,0.8852459016393442,4
sole,fish,15.1428571428571,12,0.819672131147541,4
whale,fish,10.4285714285714,20,0.5421686746987951,4
salmon,fish,18.3928571428571,2,0.8833333333333333,4
swordfish,fish,14.6428571428571,14,0.8253968253968254,4
bee,insects,17.0714285714285,5,0.6271186440677966,3
leech,insects,11.3571428571428,25,0.6307692307692307,3
horsefly,insects,15.92,13,0.7377049180327869,3
centipede,insects,13.7857142857142,20,0.639344262295082,3
fruit fly,insects,16.25,11,1.0,3
bumblebee,insects,15.8571428571428,14,0.7592592592592593,3
cockroach,insects,16.9642857142857,7,0.6176470588235294,3
beetle,insects,16.25,12,0.6825396825396826,3
cricket,insects,16.3214285714285,10,0.6612903225806451,3
dragonfly,insects,16.3571428571428,9,0.625,3
ladybug,insects,15.3928571428571,15,0.6440677966101694,3
louse,insects,13.3214285714285,23,0.6507936507936508,3
cockchafer,insects,15.0357142857142,16,,
ant,insects,17.0,6,0.6307692307692307,3
moth,insects,14.6785714285714,17,0.6779661016949152,3
mosquito,insects,18.3928571428571,1,0.7,3
earwig,insects,13.8928571428571,19,0.6833333333333333,3
wood louse,insects,17.2857142857142,3,0.625,3
caterpillar,insects,14.1785714285714,18,0.5846153846153846,3
spider,insects,12.25,24,0.6086956521739131,3
grasshopper,insects,16.6071428571428,8,0.5735294117647058,3
fly,insects,18.2142857142857,2,0.7758620689655172,3
butterfly,insects,13.3928571428571,22,0.582089552238806,3
flee,insects,13.6071428571428,21,0.6721311475409836,3
wasp,insects,17.25,4,0.7272727272727273,3
worm,insects,10.1785714285714,26,0.5454545454545454,3
monkey,mammals,17.9285714285714,3,0.46987951807228917,1
beaver,mammals,14.0,28,0.4430379746835443,1
bison,mammals,15.1428571428571,19,0.6086956521739131,1
dromedary,mammals,14.4285714285714,27,0.7543859649122807,1
squirrel,mammals,14.5714285714285,25,0.5168539325842697,2
hedgehog,mammals,13.1785714285714,29,0.4852941176470588,3
donkey,mammals,16.8214285714285,11,0.5352112676056338,1
giraffe,mammals,15.9642857142857,17,1.0,1
hamster,mammals,14.5714285714285,26,0.5348837209302325,2
deer,mammals,16.5357142857142,13,0.6,1
dog,mammals,18.5357142857142,1,0.3673469387755102,1
polar bear,mammals,15.1428571428571,20,0.4935064935064935,1
kangaroo,mammals,14.75,22,0.6307692307692307,1
cat,mammals,18.5357142857142,2,0.43564356435643564,2
cow,mammals,17.6071428571428,5,0.5066666666666667,1
rabbit,mammals,16.6428571428571,12,0.47474747474747475,2
llama,mammals,14.6428571428571,23,0.7,1
lion,mammals,17.6785714285714,4,0.6027397260273972,1
mouse,mammals,15.6785714285714,18,0.5,2
rhinoceros,mammals,15.1428571428571,21,0.6507936507936508,1
hippopotamus,mammals,14.6071428571428,24,0.6,1
elephant,mammals,16.25,14,0.6338028169014085,1
horse,mammals,17.5357142857142,6,0.4431818181818182,1
sheep,mammals,17.4285714285714,7,0.48,1
tiger,mammals,17.0714285714285,9,0.5844155844155844,1
pig,mammals,17.1785714285714,8,0.41333333333333333,1
bat,mammals,10.8571428571428,30,0.5194805194805194,3
fox,mammals,16.25,15,0.4936708860759494,1
wolf,mammals,17.0357142857142,10,0.4418604651162791,1
zebra,mammals,16.0357142857142,16,0.7419354838709677,1
viper,reptiles,13.5555555555555,15,,
alligator,reptiles,16.4285714285714,5,0.5555555555555556,5
boa,reptiles,13.8571428571428,13,0.9240506329113924,5
cobra,reptiles,13.9285714285714,11,0.8902439024390244,5
dinosaur,reptiles,11.9642857142857,17,0.4358974358974359,1
gecko,reptiles,14.44,8,0.6179775280898876,5
lizard,reptiles,17.6785714285714,1,0.6145833333333334,5
blindworm,reptiles,5.13636363636363,20,0.5952380952380952,5
caiman,reptiles,13.76,14,0.5670103092783505,5
chameleon,reptiles,16.6428571428571,4,0.6236559139784946,5
frog,reptiles,11.4074074074074,18,0.4418604651162791,3
crocodile,reptiles,17.4642857142857,2,0.5428571428571428,5
iguana,reptiles,17.0357142857142,3,0.6666666666666666,5
toad,reptiles,11.1071428571428,19,0.4457831325301205,3
python,reptiles,13.9642857142857,10,1.0,5
salamander,reptiles,13.9285714285714,12,0.5979381443298969,5
tortoise,reptiles,15.1785714285714,7,0.4375,1
snake,reptiles,15.9285714285714,6,0.75,5
monitor lizard,reptiles,14.4230769230769,9,0.6404494382022472,5
turtle,reptiles,13.3214285714285,16,0.43373493975903615,4
