attribute,category,bundles,bundle_specific_attribute,normalized_freq,importance_rating,columnwise_similarity
nocturnal animal,birds,"1, 2, 3, 4, 5",False,0.154004,3.166667,0.077519
nocturnal animal,insects,"1, 2, 3, 4, 5",False,0.154004,5.666667,0.077519
nocturnal animal,mammals,"1, 2, 3, 4, 5",False,0.154004,3.083333,0.077519
nocturnal animal,reptiles,"1, 2, 3, 4, 5",False,0.154004,,0.077519
hunts,birds,,False,0.057495,4.416667,0.000000
hunts,fish,,False,0.057495,,0.000000
hunts,mammals,,False,0.057495,4.166667,0.000000
hunts,reptiles,,False,0.057495,,0.000000
is served in a restaurant,birds,,False,0.010267,,0.000000
is served in a restaurant,fish,,False,0.010267,5.416667,0.000000
is served in a restaurant,mammals,,False,0.010267,,0.000000
is served in a restaurant,reptiles,,False,0.010267,,0.000000
comes up to the surface for air,fish,,False,0.006160,4.166667,0.000000
comes up to the surface for air,reptiles,,False,0.006160,,0.000000
has big claws,birds,2,True,0.004107,4.083333,0.173913
has big claws,mammals,2,True,0.004107,,0.173913
has big claws,reptiles,2,True,0.004107,,0.173913
lives on the steppe,birds,,False,0.004107,,0.000000
lives on the steppe,insects,,False,0.004107,,0.000000
lives on the steppe,mammals,,False,0.004107,3.583333,0.000000
lives on the steppe,reptiles,,False,0.004107,,0.000000
looks like a mosquito,insects,,False,0.000000,5.000000,0.000000
neutral scent,birds,1,True,0.002053,,0.226415
neutral scent,insects,1,True,0.002053,4.000000,0.226415
neutral scent,mammals,1,True,0.002053,,0.226415
neutral scent,reptiles,1,True,0.002053,,0.226415
eats bread,birds,,False,0.030801,4.916667,0.000000
eats bread,mammals,,False,0.030801,,0.000000
is afraid of people,birds,,False,0.012320,4.083333,0.000000
is afraid of people,mammals,,False,0.012320,,0.000000
is afraid of people,reptiles,,False,0.012320,,0.000000
there are many kinds of it,birds,2,True,0.193018,6.250000,0.271318
there are many kinds of it,fish,2,True,0.193018,5.583333,0.271318
