category,exemplar,typicality_rating,rowwise_similarity,bundles
kitchen utensils,teaspoon,14.6428571428571,0.027777777777777776,1
kitchen utensils,colander,16.4285714285714,0.11764705882352941,1
kitchen utensils,fork,16.3571428571428,0.023255813953488372,1
kitchen utensils,electric kettle,16.3571428571428,0.12121212121212122,1
kitchen utensils,scales,12.3928571428571,0.125,1
kitchen utensils,wok,17.1071428571428,0.08333333333333333,1
kitchen utensils,sieve,15.1785714285714,0.05405405405405406,1
musical instruments,accordion,15.8928571428571,0.0,2
musical instruments,banjo,14.8571428571428,0.0,2
musical instruments,bass guitar,17.5,0.0,2
musical instruments,cello,17.2857142857142,0.02857142857142857,4
musical instruments,cymbals,14.3214285714285,0.0,2
musical instruments,double bass,16.9285714285714,0.02857142857142857,4
musical instruments,bagpipe,15.1428571428571,0.0,2
musical instruments,drum set,17.6785714285714,0.0,2
musical instruments,flute,18.0,0.0,2
musical instruments,bassoon,15.4444444444444,0.030303030303030304,4
musical instruments,flute,17.8571428571428,0.0,2
musical instruments,guitar,19.25,0.0,2
musical instruments,harp,16.0,0.0,2
musical instruments,clarinet,17.25,0.0,2
musical instruments,harpsichord,14.4230769230769,0.02857142857142857,4
musical instruments,harmonica,15.7142857142857,0.0,2
musical instruments,organ,16.1785714285714,0.029411764705882353,4
musical instruments,pan flute,14.25,0.0,2
musical instruments,piano,19.4285714285714,0.0,2
musical instruments,saxophone,18.4642857142857,0.0,2
musical instruments,synthesizer,15.6785714285714,0.0,4
musical instruments,tambourine,14.3333333333333,0.0,2
musical instruments,triangle,14.5357142857142,0.0,2
musical instruments,trombone,15.9259259259259,0.0,2
musical instruments,drum,16.6071428571428,0.0,2
musical instruments,trumpet,18.4444444444444,0.0,2
musical instruments,violin,18.8571428571428,0.0,2
weapons,bazooka,18.5,0.06818181818181818,6
weapons,knuckle dusters,11.1071428571428,0.08571428571428572,6
weapons,bow,11.3571428571428,0.08571428571428572,6
weapons,dagger,17.2142857142857,0.07142857142857142,6
weapons,rifle,19.3928571428571,0.07142857142857142,6
weapons,grenade,17.3214285714285,0.07894736842105263,6
weapons,canon,16.9642857142857,0.0,2
weapons,slingshot,11.5714285714285,0.08571428571428572,6
weapons,club,14.3928571428571,0.07894736842105263,6
weapons,machine gun,18.8571428571428,0.047619047619047616,1
weapons,pistol,19.4285714285714,0.075,6
weapons,shield,7.10714285714285,0.0,1
weapons,spear,13.8928571428571,0.08333333333333333,6
weapons,stick,9.0,0.08108108108108109,6
weapons,tank,13.1428571428571,0.038461538461538464,1
weapons,double barrelled shotgun,16.5714285714285,0.07692307692307693,6
weapons,sword,17.0714285714285,0.07894736842105263,6
weapons,whip,9.85714285714285,0.08571428571428572,6
