category,exemplar,typicality_rating,rowwise_similarity,bundles
tools,anvil,11.1428571428571,0.2857142857142857,2
tools,chisel,16.1071428571428,0.4117647058823529,1
tools,axe,15.9642857142857,0.27450980392156865,2
tools,drill,17.3571428571428,0.24,2
tools,crowbar,14.8928571428571,0.21568627450980393,2
tools,adjustable spanner,16.4074074074074,0.4090909090909091,1
tools,lawn mower,12.1785714285714,0.0,3
tools,hammer,18.4285714285714,0.30612244897959184,2
tools,clamp,12.2592592592592,0.4358974358974359,1
tools,pickaxe,14.9629629629629,0.0,3
tools,crowbar,14.5714285714285,0.21568627450980393,2
tools,wheelbarrow,14.5714285714285,0.0,3
tools,wrench,16.037037037037,0.4,1
tools,oil can,10.7777777777777,,
tools,filling knife,14.1428571428571,0.3181818181818182,2
tools,plough,12.7142857142857,0.0,3
tools,plane,13.1153846153846,0.23255813953488372,2
tools,shovel,17.5357142857142,0.30434782608695654,2
tools,screwdriver,17.5714285714285,0.41509433962264153,1
tools,grinding disc,15.3214285714285,0.0,3
tools,nail,11.9642857142857,0.30612244897959184,1
tools,wire brush,11.6428571428571,0.34285714285714286,2
tools,vacuum cleaner,8.21428571428571,0.3541666666666667,1
tools,tongs,16.8571428571428,0.425531914893617,1
tools,rope,9.46428571428571,0.3684210526315789,2
tools,paint brush,13.0,0.36585365853658536,2
tools,file,12.0357142857142,0.3541666666666667,1
tools,level,14.1428571428571,0.32432432432432434,2
tools,saw,17.9642857142857,0.2222222222222222,2
vehicles,car,19.6785714285714,0.0,3
vehicles,boat,12.75,0.0,3
vehicles,scooter,16.75,0.11627906976744186,6
vehicles,motorbike,17.25,0.0,3
vehicles,bus,18.5,0.0,3
vehicles,truck,17.0714285714285,0.0,3
vehicles,van,18.1785714285714,0.0,3
vehicles,trailer,12.6071428571428,0.0,3
vehicles,submarine,7.32142857142857,0.13953488372093023,6
vehicles,bicycle,17.0714285714285,0.0,3
vehicles,go-cart,9.96428571428571,0.0,3
vehicles,helicopter,12.6785714285714,0.09090909090909091,6
vehicles,hovercraft,9.52173913043478,0.1,6
vehicles,jeep,17.9285714285714,0.1111111111111111,6
vehicles,cart,10.2142857142857,0.0,3
vehicles,carriage,11.8571428571428,0.07894736842105263,6
vehicles,(hot air) balloon,9.28571428571428,0.0,3
vehicles,subway train,13.8148148148148,0.1111111111111111,6
vehicles,motorbike,17.3214285714285,0.0,3
vehicles,rocket,6.5,0.09803921568627451,6
vehicles,skateboard,8.53571428571428,0.0,3
vehicles,sled,8.07142857142857,0.0,3
vehicles,kick scooter,10.3214285714285,0.0,3
vehicles,taxi,17.5,0.125,6
vehicles,tractor,12.1071428571428,0.09523809523809523,6
vehicles,tram,16.5714285714285,0.09090909090909091,6
vehicles,train,17.5357142857142,0.09090909090909091,6
vehicles,airplane,15.0357142857142,0.08928571428571429,6
vehicles,truck,17.8928571428571,0.0,3
vehicles,Zeppelin,8.37037037037037,0.09523809523809523,6
clothing,bra,13.6785714285714,0.3611111111111111,5
clothing,blouse,17.4285714285714,0.38235294117647056,5
clothing,pants,18.25,0.32558139534883723,5
clothing,tie,12.9285714285714,0.30952380952380953,4
clothing,shirt,18.0714285714285,0.35135135135135137,5
clothing,hat,11.2142857142857,0.3611111111111111,5
clothing,coat,17.7857142857142,0.34146341463414637,5
clothing,jeans,18.0,0.3157894736842105,5
clothing,tracksuit,15.5357142857142,0.37142857142857144,5
clothing,dress,17.0357142857142,0.35135135135135137,5
clothing,suit,17.0357142857142,0.3333333333333333,5
clothing,boots,12.5357142857142,0.3333333333333333,5
clothing,beanie,11.4642857142857,0.3888888888888889,5
clothing,cap,11.9285714285714,0.35,5
clothing,pyjamas,13.1071428571428,0.39473684210526316,5
clothing,belt,10.8571428571428,0.3939393939393939,5
clothing,skirt,17.8214285714285,0.35135135135135137,5
clothing,dungarees,14.2307692307692,0.3783783783783784,5
clothing,shoes,12.3571428571428,0.3333333333333333,5
clothing,shorts,16.6785714285714,0.3684210526315789,5
clothing,scarf,12.0,0.4117647058823529,5
clothing,panties,13.6428571428571,0.35,5
clothing,socks,14.4285714285714,0.39473684210526316,5
clothing,sweater,17.3214285714285,0.3939393939393939,5
clothing,t-shirt,16.9642857142857,0.4166666666666667,5
clothing,top,18.2857142857142,0.35135135135135137,5
clothing,pullover,17.7857142857142,0.38235294117647056,5
clothing,mittens,11.2142857142857,0.4117647058823529,5
clothing,bathing suit,11.8214285714285,0.39473684210526316,5
kitchen utensils,can opener,15.8214285714285,0.41304347826086957,1
kitchen utensils,plate,16.1785714285714,0.3902439024390244,2
kitchen utensils,toaster,15.4642857142857,0.28888888888888886,1
kitchen utensils,bottle,11.7857142857142,0.35714285714285715,2
kitchen utensils,stove,18.4642857142857,0.0,3
kitchen utensils,fridge,15.8214285714285,0.0,3
kitchen utensils,glass,14.3214285714285,0.38095238095238093,2
kitchen utensils,towel,12.3928571428571,0.4411764705882353,2
kitchen utensils,kettle,14.8214285714285,0.3695652173913043,1
kitchen utensils,whisk,16.9285714285714,0.42857142857142855,2
kitchen utensils,percolator,16.7777777777777,0.3076923076923077,2
kitchen utensils,bowl,15.8928571428571,0.4864864864864865,2
kitchen utensils,spoon,16.4285714285714,0.39473684210526316,2
kitchen utensils,knife,16.4285714285714,0.25,2
kitchen utensils,microwave oven,17.1428571428571,0.25,2
kitchen utensils,mixer,17.4642857142857,0.28888888888888886,2
kitchen utensils,nutcracker,12.2962962962962,0.37142857142857144,2
kitchen utensils,place mat,12.1071428571428,0.45714285714285713,4
kitchen utensils,oven,17.75,0.0,3
kitchen utensils,pan,18.3928571428571,0.4186046511627907,1
kitchen utensils,pot,16.9285714285714,0.3333333333333333,1
kitchen utensils,grater,16.2142857142857,0.2926829268292683,2
kitchen utensils,scissors,10.9285714285714,0.3409090909090909,2
kitchen utensils,apron,14.3571428571428,0.3611111111111111,5
kitchen utensils,spatula,14.8571428571428,0.42857142857142855,2
kitchen utensils,mug,14.1428571428571,0.4444444444444444,2
kitchen utensils,teaspoon,14.6428571428571,0.3684210526315789,2
kitchen utensils,colander,16.4285714285714,0.358974358974359,2
kitchen utensils,fork,16.3571428571428,0.3488372093023256,2
kitchen utensils,electric kettle,16.3571428571428,0.28205128205128205,2
kitchen utensils,scales,12.3928571428571,0.38235294117647056,2
kitchen utensils,wok,17.1071428571428,0.4318181818181818,1
kitchen utensils,sieve,15.1785714285714,0.32432432432432434,2
musical instruments,accordion,15.8928571428571,0.3488372093023256,4
musical instruments,banjo,14.8571428571428,0.3888888888888889,4
musical instruments,bass guitar,17.5,0.3333333333333333,4
musical instruments,cello,17.2857142857142,0.38461538461538464,4
musical instruments,cymbals,14.3214285714285,0.2608695652173913,4
musical instruments,double bass,16.9285714285714,0.36585365853658536,4
musical instruments,bagpipe,15.1428571428571,0.38461538461538464,4
musical instruments,drum set,17.6785714285714,0.2765957446808511,4
musical instruments,flute,18.0,0.30952380952380953,4
musical instruments,bassoon,15.4444444444444,0.3333333333333333,4
musical instruments,flute,17.8571428571428,0.30952380952380953,4
musical instruments,guitar,19.25,0.3695652173913043,4
musical instruments,harp,16.0,0.3684210526315789,4
musical instruments,clarinet,17.25,0.3488372093023256,4
musical instruments,harpsichord,14.4230769230769,0.35714285714285715,4
musical instruments,harmonica,15.7142857142857,0.4146341463414634,4
musical instruments,organ,16.1785714285714,0.3170731707317073,4
musical instruments,pan flute,14.25,0.3783783783783784,4
musical instruments,piano,19.4285714285714,0.34210526315789475,5
musical instruments,saxophone,18.4642857142857,0.29545454545454547,4
musical instruments,synthesizer,15.6785714285714,0.2972972972972973,2
musical instruments,tambourine,14.3333333333333,0.3333333333333333,4
musical instruments,triangle,14.5357142857142,0.27906976744186046,4
