features,freq,normalized_freq
used by pirates,6.0,0.002755
used by rich persons,6.0,0.002755
used for torturing,6.0,0.002755
used for safari,6.0,0.002755
used in autumn,6.0,0.002755
used in class rooms,6.0,0.002755
used after washing,6.0,0.002755
often covered with grafitti,6.0,0.002755
often used by street musicians,6.0,0.002755
worn often on beaches,6.0,0.002755
often seen in beauty parlors,6.0,0.002755
makes catching things easier,6.0,0.002755
both large and small,6.0,0.002755
floats,6.0,0.002755
is played while standing,5.0,0.001377
is also available as a mower you can sit upon,5.0,0.001377
consists of pants and sweater,5.0,0.001377
consists of a shirt,5.0,0.001377
often contains plants,5.0,0.001377
pieces of bread jump out of it,5.0,0.001377
used to stick wood together,5.0,0.001377
to enlarge ones power,5.0,0.001377
used to make pancakes,5.0,0.001377
used to beat,5.0,0.001377
to grate,5.0,0.001377
is used to chafe,5.0,0.001377
you put oil in it,5.0,0.001377
is worn on your legs,5.0,0.001377
is worn on top of a T-shirt,5.0,0.001377
is not worn in the summer,5.0,0.001377
is worn under a skirt,5.0,0.001377
a kind of thumbtack,5.0,0.001377
een example is the piccolo,5.0,0.001377
oil comes out of it,5.0,0.001377
emits smoke,5.0,0.001377
emits fire at the bottom,5.0,0.001377
whistles when water boils,5.0,0.001377
forces locks,5.0,0.001377
closes with cork,5.0,0.001377
lasts long,5.0,0.001377
associated with kilt,5.0,0.001377
I never use it,5.0,0.001377
used to eat yoghurt,5.0,0.001377
used to sow,5.0,0.001377
worn by transvestites,5.0,0.001377
sometimes has soil sticking to it,5.0,0.001377
is carried by the Seven Dwarfs,5.0,0.001377
has 2 or 4 wheels,5.0,0.001377
has doors,5.0,0.001377
has an on/off switch,5.0,0.001377
has an anchor,5.0,0.001377
has a bed,5.0,0.001377
has a matching bonnet,5.0,0.001377
has a horn,5.0,0.001377
has a complex shape,5.0,0.001377
has a roof or no roof,5.0,0.001377
has a dull sound,5.0,0.001377
has a plain color,5.0,0.001377
has a label,5.0,0.001377
has a hole,5.0,0.001377
has a neck,5.0,0.001377
has a button,5.0,0.001377
has a negative connotation,5.0,0.001377
requires a belt for wearing it,5.0,0.001377
has a wicker basket,5.0,0.001377
has a sharp edge,5.0,0.001377
has a place to sleep,5.0,0.001377
has a nozzle,5.0,0.001377
has a Y-shape,5.0,0.001377
has bright colors,5.0,0.001377
has patterns,5.0,0.001377
has no engine,5.0,0.001377
usually has a cruise control system (auto-pilot),5.0,0.001377
not everyone has it,5.0,0.001377
has poles to hold on to,5.0,0.001377
has to do with nails,5.0,0.001377
has two slots,5.0,0.001377
has two keyboards,5.0,0.001377
has different additional parts,5.0,0.001377
has gears,5.0,0.001377
has white keys,5.0,0.001377
keeps your head warm,5.0,0.001377
is beam-shaped,5.0,0.001377
is bloody,5.0,0.001377
is many women's nightmare,5.0,0.001377
is a motorized bicycle,5.0,0.001377
is a means of power,5.0,0.001377
is a measuring instrument,5.0,0.001377
is a board,5.0,0.001377
is always part of a band,5.0,0.001377
is a collector's item,5.0,0.001377
predecessor of a piano,5.0,0.001377
is a car,5.0,0.001377
is refreshing in the summer,5.0,0.001377
is slippery,5.0,0.001377
is big and heavy,5.0,0.001377
is horizontal,5.0,0.001377
has a khaki colour,5.0,0.001377
is smaller than a lorry,5.0,0.001377
is colourful,5.0,0.001377
is fun,5.0,0.001377
is fun to wear,5.0,0.001377
is lifeless,5.0,0.001377
is easy to work with,5.0,0.001377
is modern,5.0,0.001377
is hard to iron,5.0,0.001377
is hard to drive,5.0,0.001377
not nice to use,5.0,0.001377
is not for children,5.0,0.001377
is not waterproof,5.0,0.001377
is not popular among many people,5.0,0.001377
is flat in the front,5.0,0.001377
is romantic,5.0,0.001377
is gracefull,5.0,0.001377
is sometimes made of cork,5.0,0.001377
for sale in a music shop,5.0,0.001377
is slower than a car,5.0,0.001377
is invented by man,5.0,0.001377
is made of elastic fabric,5.0,0.001377
is for sturdy guys,5.0,0.001377
is for few persons,5.0,0.001377
you can make things with it,5.0,0.001377
you can put a belt in it,5.0,0.001377
you can do tricks with it,5.0,0.001377
you can order it by calling it,5.0,0.001377
you have to peddle,5.0,0.001377
you can see it in Bruge,5.0,0.001377
you don't see it frequently,5.0,0.001377
you especially see it at night,5.0,0.001377
you're sitting higher in it than in a car,5.0,0.001377
can break,5.0,0.001377
can be a wound : abrasion,5.0,0.001377
can defrost food,5.0,0.001377
can stand in queue,5.0,0.001377
can be carried backwards,5.0,0.001377
you can scour stuff off with it,5.0,0.001377
can be used several times,5.0,0.001377
can be used to sharpen knives,5.0,0.001377
one can lie upon it,5.0,0.001377
can be held,5.0,0.001377
can grill two sandwiches at once,5.0,0.001377
occurs in a choir,5.0,0.001377
occurs in indian culture,5.0,0.001377
occurs in comic books,5.0,0.001377
costs money,5.0,0.001377
can be used to sweep,5.0,0.001377
put on the floor,5.0,0.001377
lies on a roof,5.0,0.001377
ressembles a bike,5.0,0.001377
produces a lot of wind,5.0,0.001377
arrives in a port,5.0,0.001377
has to be put in socket,5.0,0.001377
has to be put on your shoulder,5.0,0.001377
needs to be supported,5.0,0.001377
needs to be cleaned sometimes,5.0,0.001377
needs to be filled,5.0,0.001377
used to run on steam,5.0,0.001377
hits persons (while driving),5.0,0.001377
rolls,5.0,0.001377
smells neutral,5.0,0.001377
can be found on a castle,5.0,0.001377
transports illegal immigrants,5.0,0.001377
its vibrations produce sounds,5.0,0.001377
vibrates,5.0,0.001377
men think it is sexy,5.0,0.001377
is blown away by the wind,5.0,0.001377
works with a pump,5.0,0.001377
baked in an oven,5.0,0.001377
is blown,5.0,0.001377
used for making pasta,5.0,0.001377
used by a police officer,5.0,0.001377
used by mechanics,5.0,0.001377
used for spear trowing,5.0,0.001377
used for taming,5.0,0.001377
used to go somewhere invisibly,5.0,0.001377
is launched,5.0,0.001377
used in many different musical styles,5.0,0.001377
used in different cultures,5.0,0.001377
played with two hands,5.0,0.001377
used solo,5.0,0.001377
sold in Gamma (particular hardware store),5.0,0.001377
primarily played by girls,5.0,0.001377
especially played by older people,5.0,0.001377
is drawn by dogs,5.0,0.001377
sometimes played on the street,5.0,0.001377
worn with assorted shawl,5.0,0.001377
looks sportive,5.0,0.001377
is loose,5.0,0.001377
most of the time is filled completely,5.0,0.001377
prevents being naked,5.0,0.001377
means residential area when in a compound with 'built',4.0,0.0
damages delicate surfaces,4.0,0.0
protects your ears against the cold,4.0,0.0
exists in different colors and different forms,4.0,0.0
contains different curved bars,4.0,0.0
the driver is very vulnerable on the road,4.0,0.0
contains rice,4.0,0.0
the driver of this vehicle is behind the wheel for a very long time,4.0,0.0
the size is indicated by numbers,4.0,0.0
used to turn over/spade the ground,4.0,0.0
is used to make a (tree) cabin,4.0,0.0
to grate fruit,4.0,0.0
to mine gold,4.0,0.0
is used to hang something on,4.0,0.0
is used to cover yourself,4.0,0.0
used to make sauces,4.0,0.0
used to put sugar in coffee,4.0,0.0
used for sunbathing,4.0,0.0
is worn to go for a run,4.0,0.0
is worn under a sweater,4.0,0.0
is worn by sportsmen,4.0,0.0
there is not much space,4.0,0.0
has nice figures on it,4.0,0.0
there is soup in it,4.0,0.0
it has screws in it,4.0,0.0
can be automatized,4.0,0.0
goes down to great depth,4.0,0.0
used to detach something,4.0,0.0
used on vacation,4.0,0.0
implement/tool,4.0,0.0
used at the scouts,4.0,0.0
used in folk dance,4.0,0.0
used in folk music,4.0,0.0
uses gunpowder,4.0,0.0
used in the Mass,4.0,0.0
used on a yard,4.0,0.0
gives a businesslike impression,4.0,0.0
facilitates removal of wallpaper,4.0,0.0
slides from slope,4.0,0.0
Harley Davidson is a brand,4.0,0.0
is needed to weigh ingredients,4.0,0.0
you need much breath for this,4.0,0.0
does up at the back,4.0,0.0
has non-stick coating,4.0,0.0
has Belgian inventor,4.0,0.0
has smell of gasoline,4.0,0.0
has matching briefs,4.0,0.0
has a burner,4.0,0.0
has a cabin,4.0,0.0
has a deep sound,4.0,0.0
has a striking color,4.0,0.0
has a flat head,4.0,0.0
has a brake in the back,4.0,0.0
has a speed restriction,4.0,0.0
has a wire,4.0,0.0
has a tail,4.0,0.0
has a tachometer,4.0,0.0
has a V-neck,4.0,0.0
has a heavy engine,4.0,0.0
has electrical wiring on the top,4.0,0.0
has a grip made of plastic,4.0,0.0
has iron on the bottom,4.0,0.0
has small windows,4.0,0.0
has windows,4.0,0.0
has a smoking and non-smoking space,4.0,0.0
has to do with trees,4.0,0.0
has to do with fire,4.0,0.0
has two straps,4.0,0.0
has two openings to put your fingers in,4.0,0.0
has different bits (drilling),4.0,0.0
has different lengths,4.0,0.0
has black keys,4.0,0.0
using it gives you a kick,4.0,0.0
is often hot inside,4.0,0.0
is hard to learn to use it,4.0,0.0
belongs to a harnas,4.0,0.0
belongs to a horse,4.0,0.0
belongs to knife and fork,4.0,0.0
is pleasant,4.0,0.0
is an agressive person,4.0,0.0
has the name of a company printed on it,4.0,0.0
is manned,4.0,0.0
is blue-grey,4.0,0.0
is wide,4.0,0.0
is cool,4.0,0.0
is related to the violin,4.0,0.0
is a house on wheels,4.0,0.0
is a little house,4.0,0.0
is a luxury article,4.0,0.0
is a machine,4.0,0.0
is a knife,4.0,0.0
is a synonym for horse-sleigh,4.0,0.0
is a technological tour de force,4.0,0.0
is a Western utensil,4.0,0.0
are swimming trunks for men,4.0,0.0
is functional,4.0,0.0
is loaded,4.0,0.0
is made of wood or metal,4.0,0.0
is made of clay,4.0,0.0
is striped,4.0,0.0
comes in very handy when trying to avoid a traffic jam,4.0,0.0
is handy for prisoners,4.0,0.0
is hygienic,4.0,0.0
is powerful,4.0,0.0
can be used on two sides,4.0,0.0
is unwieldy,4.0,0.0
is melodious,4.0,0.0
is Mexican,4.0,0.0
is not sexy,4.0,0.0
is not easy to come by,4.0,0.0
is out of fashion,4.0,0.0
is awkward,4.0,0.0
is old-fashioned,4.0,0.0
is primitive,4.0,0.0
is straight,4.0,0.0
is stainless,4.0,0.0
is tight around the body,4.0,0.0
can be seen on television,4.0,0.0
is often decorative,4.0,0.0
is often belated,4.0,0.0
is made in a light fabric,4.0,0.0
is made of textile,4.0,0.0
is made of felt,4.0,0.0
decorated with feathers,4.0,0.0
is for all ages,4.0,0.0
for fancy occasions,4.0,0.0
is for at least 1 person,4.0,0.0
is for dignified occasions,4.0,0.0
is feminine,4.0,0.0
is southern,4.0,0.0
you use it when bricklaying,4.0,0.0
you can fall with it,4.0,0.0
you can also make ornaments with it,4.0,0.0
you can play different notes whit it,4.0,0.0
you can get injured by it,4.0,0.0
you don't have to peddle,4.0,0.0
you're standing with 1 leg on the board,4.0,0.0
can be a rainbow,4.0,0.0
can have sequins,4.0,0.0
can be coloured,4.0,0.0
can be used to threaten somebody,4.0,0.0
can be used to hang something from,4.0,0.0
can be used to put something in,4.0,0.0
can be bought in sports store,4.0,0.0
can be used to make milkshake with,4.0,0.0
can be used to cut nails,4.0,0.0
can be hanged on the nose,4.0,0.0
can be opened,4.0,0.0
can be bought everywhere,4.0,0.0
can save lifes,4.0,0.0
can be worn underneath other clothes,4.0,0.0
can drive on rough roads,4.0,0.0
can produce steam,4.0,0.0
can be connected to an amplifier,4.0,0.0
sounds nasally,4.0,0.0
featured in Cinderella,4.0,0.0
featured in Tintin,4.0,0.0
bought in a shoe store,4.0,0.0
costs a lot of money,4.0,0.0
shrinks when washed,4.0,0.0
shows a naked belly,4.0,0.0
lies in a garden house,4.0,0.0
lies next to plate,4.0,0.0
ressembles a ruler,4.0,0.0
featured in a Luc Steeno song,4.0,0.0
makes a gurgling sound,4.0,0.0
makes a humming sound,4.0,0.0
produces sparks,4.0,0.0
can be operated from the age of 18,4.0,0.0
can't be worn in the church,4.0,0.0
has to be replaced on a daily basis,4.0,0.0
you have to hold it diagonally,4.0,0.0
has to be preheated,4.0,0.0
needs to be washed in water of 30° celcius,4.0,0.0
drives above the ground,4.0,0.0
drives on fields,4.0,0.0
drives on land,4.0,0.0
smells like coffee,4.0,0.0
does not melt in high temperature,4.0,0.0
stands up straight,4.0,0.0
takes off vertically,4.0,0.0
moves/sails on the sea or on another water,4.0,0.0
often found to be frightening,4.0,0.0
causes explosion,4.0,0.0
causes traffic jams,4.0,0.0
replaced every day,4.0,0.0
can be found in a forest,4.0,0.0
flies low,4.0,0.0
fires torpedos,4.0,0.0
requires safety glasses,4.0,0.0
driven by 1 person,4.0,0.0
driven by a troley driver,4.0,0.0
used for a wedding,4.0,0.0
used for rock music,4.0,0.0
used by workers,4.0,0.0
used by firemen,4.0,0.0
used by a plasterer,4.0,0.0
used by Dennis The Menace,4.0,0.0
used by crooks,4.0,0.0
used by cowboys,4.0,0.0
used by artists,4.0,0.0
used by everybody,4.0,0.0
used by strong men,4.0,0.0
used in traditional music,4.0,0.0
used in water,4.0,0.0
used for hold-ups,4.0,0.0
used to look nicer,4.0,0.0
used to grasp something,4.0,0.0
used to put something warm on,4.0,0.0
used to file iron,4.0,0.0
used for fishing,4.0,0.0
used for short distances,4.0,0.0
used for research,4.0,0.0
used for sado masochism,4.0,0.0
worn with a suit,4.0,0.0
is ironed,4.0,0.0
is put in the mouth,4.0,0.0
used in the house,4.0,0.0
subdivided in A-class and B-class,4.0,0.0
used by referees,4.0,0.0
worn on gala balls,4.0,0.0
stored in the cellar,4.0,0.0
sometimes used to accompany voice,4.0,0.0
often robbed,4.0,0.0
worn often,4.0,0.0
is sold in Brico (particular hardware store),4.0,0.0
is drawn by reindeer,4.0,0.0
are a sort of shoes,4.0,0.0
both hands and feet are used,4.0,0.0
