category,exemplar,typicality_rating,rowwise_similarity,bundles
birds,eagle,16.9259259259259,0.0,2
birds,dove,18.1428571428571,0.24242424242424243,3
birds,duck,12.7857142857142,0.30158730158730157,4
birds,magpie,17.8928571428571,0.2857142857142857,3
birds,pheasant,13.7142857142857,0.29896907216494845,4
birds,vulture,15.1428571428571,0.0,2
birds,rooster,11.0714285714285,0.26229508196721313,3
birds,turkey,11.6785714285714,0.2543859649122807,4
birds,canary,17.8928571428571,,
birds,chicken,11.5714285714285,,
birds,cuckoo,16.0,0.3142857142857143,3
birds,crow,18.1071428571428,0.29245283018867924,3
birds,chickadee,17.1071428571428,0.2962962962962963,3
birds,seagull,17.9642857142857,0.2857142857142857,4
birds,blackbird,18.8214285714285,0.28703703703703703,3
birds,sparrow,19.1785714285714,0.2807017543859649,3
birds,stork,15.3928571428571,0.0,2
birds,parrot,15.8571428571428,0.0,2
birds,parakeet,17.6428571428571,0.3063063063063063,3
birds,peacock,12.2857142857142,0.0,2
birds,pelican,12.5714285714285,0.0,2
birds,penguin,8.64285714285714,0.0,2
birds,heron,16.1071428571428,0.0,2
birds,robin,18.3214285714285,0.3055555555555556,3
birds,woodpecker,16.4285714285714,0.3333333333333333,3
birds,ostrich,11.2142857142857,0.0,2
birds,owl,16.0,0.0,2
birds,falcon,15.5,0.0,2
birds,swan,12.8214285714285,0.30392156862745096,4
birds,swallow,17.8571428571428,0.2857142857142857,3
fish,anchovy,13.1428571428571,0.2033898305084746,3
fish,dolphin,9.17857142857142,0.0,2
fish,trout,17.8928571428571,0.20535714285714285,3
fish,goldfish,18.8928571428571,0.21238938053097345,3
fish,shark,13.2142857142857,0.0,2
fish,herring,17.0714285714285,0.0,5
fish,squid,10.6785714285714,0.21008403361344538,3
fish,cod,18.1071428571428,0.2072072072072072,3
fish,carp,16.0,0.22123893805309736,3
fish,orca,9.85714285714285,0.0,2
fish,eel,15.6785714285714,0.21311475409836064,3
fish,piranha,15.3214285714285,0.18461538461538463,4
fish,plaice,15.9615384615384,0.21238938053097345,3
fish,flatfish,14.3214285714285,0.21739130434782608,3
fish,sperm whale,9.89285714285714,0.19166666666666668,4
fish,ray,14.5,0.21551724137931033,3
fish,sardine,15.5357142857142,0.211864406779661,3
fish,pike,16.2857142857142,0.23853211009174313,3
fish,stickleback,14.75,0.21929824561403508,3
fish,sole,15.1428571428571,0.20909090909090908,3
fish,whale,10.4285714285714,0.0,2
fish,salmon,18.3928571428571,0.1951219512195122,3
fish,swordfish,14.6428571428571,0.21551724137931033,3
insects,bee,17.0714285714285,0.0,2
insects,leech,11.3571428571428,0.07291666666666667,5
insects,horsefly,15.92,0.11827956989247312,5
insects,centipede,13.7857142857142,0.12790697674418605,5
insects,fruit fly,16.25,0.0,2
insects,bumblebee,15.8571428571428,0.0,2
insects,cockroach,16.9642857142857,0.1348314606741573,5
insects,beetle,16.25,0.16279069767441862,5
insects,cricket,16.3214285714285,0.15,5
insects,dragonfly,16.3571428571428,0.14285714285714285,5
insects,ladybug,15.3928571428571,0.11904761904761904,5
insects,louse,13.3214285714285,0.0,2
insects,cockchafer,15.0357142857142,,
insects,ant,17.0,0.1111111111111111,5
insects,moth,14.6785714285714,0.0,2
insects,mosquito,18.3928571428571,0.0,2
insects,earwig,13.8928571428571,0.12941176470588237,5
insects,wood louse,17.2857142857142,0.1348314606741573,5
insects,caterpillar,14.1785714285714,0.14285714285714285,5
insects,spider,12.25,0.23622047244094488,3
insects,grasshopper,16.6071428571428,0.1511627906976744,5
insects,fly,18.2142857142857,0.13186813186813187,5
insects,butterfly,13.3928571428571,0.09615384615384616,5
insects,flee,13.6071428571428,0.0,2
insects,wasp,17.25,0.0,2
insects,worm,10.1785714285714,0.057692307692307696,5
mammals,monkey,17.9285714285714,0.12686567164179105,1
mammals,beaver,14.0,0.0,2
mammals,bison,15.1428571428571,0.1792452830188679,1
mammals,dromedary,14.4285714285714,0.0,2
mammals,squirrel,14.5714285714285,0.0,2
mammals,hedgehog,13.1785714285714,0.0,2
mammals,donkey,16.8214285714285,0.0,2
mammals,giraffe,15.9642857142857,0.19148936170212766,1
mammals,hamster,14.5714285714285,0.0,2
mammals,deer,16.5357142857142,0.0,2
mammals,dog,18.5357142857142,0.1095890410958904,1
mammals,polar bear,15.1428571428571,0.14049586776859505,1
mammals,kangaroo,14.75,0.21505376344086022,1
mammals,cat,18.5357142857142,0.1095890410958904,1
mammals,cow,17.6071428571428,0.144,1
mammals,rabbit,16.6428571428571,0.0,2
mammals,llama,14.6428571428571,0.21348314606741572,1
mammals,lion,17.6785714285714,0.0,2
mammals,mouse,15.6785714285714,0.0,2
