label,n_animals,dominant_category,dominant_count,dominant_category_total,purity_percent,dominant_recall_percent,dominant_f1_percent,n_features,mapped_feature_count,avg_feature_freq_weight,birds,fish,insects,mammals,reptiles,unknown
2,19,birds,17,30,89.47,56.67,69.39,16,16,0.06019,17,0,0,0,0,2
3,23,insects,16,26,69.57,61.54,65.31,16,16,0.06019,5,0,16,1,0,1
4,35,mammals,19,30,54.29,63.33,58.46,39,39,0.052704,6,1,9,19,0,0
5,52,fish,22,23,42.31,95.65,58.67,39,39,0.052704,0,22,0,10,19,1
6,32,fish,15,23,46.88,65.22,54.55,4,4,0.047741,0,15,0,7,9,1
7,10,fish,7,23,70.0,30.43,42.42,4,4,0.047741,0,7,0,0,3,0
